code_station,libelle_support,date_prelevement,code_parametre,libelle_parametre,resultat,symbole_unite,mnemo_remarque,limite_quantification,libelle_qualification
03013155,Eau,2015-11-16,1506,Glyphosate,0.1,µg/L,Résultat < au seuil de quantification,0.1,Correcte
03013155,Eau,2015-11-16,1907,AMPA,0.1,µg/L,Résultat < au seuil de quantification,0.1,Correcte
03013155,Eau,2016-03-01,1506,Glyphosate,0.1,µg/L,Résultat < au seuil de quantification,0.1,Correcte
03013155,Eau,2016-03-01,1907,AMPA,0.97,µg/L,Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0,0.1,Correcte
03013155,Eau,2016-04-05,1907,AMPA,0.1,µg/L,Résultat < au seuil de quantification,0.1,Correcte
03013155,Eau,2016-04-05,1506,Glyphosate,0.1,µg/L,Résultat < au seuil de quantification,0.1,Correcte
03013155,Eau,2016-05-02,1506,Glyphosate,0.1,µg/L,Résultat < au seuil de quantification,0.1,Correcte
03013155,Eau,2016-05-02,1907,AMPA,0.1,µg/L,Résultat < au seuil de quantification,0.1,Correcte
03013155,Eau,2016-07-04,1907,AMPA,0.1,µg/L,Résultat < au seuil de quantification,0.1,Correcte
03013155,Eau,2016-07-04,1506,Glyphosate,0.1,µg/L,Résultat < au seuil de quantification,0.1,Correcte
03013155,Eau,2016-09-01,1506,Glyphosate,0.1,µg/L,Résultat < au seuil de quantification,0.1,Correcte
03013155,Eau,2016-09-01,1907,AMPA,0.1,µg/L,Résultat < au seuil de quantification,0.1,Correcte
03013155,Eau,2016-10-05,1506,Glyphosate,0.1,µg/L,Résultat < au seuil de quantification,0.1,Correcte
03013155,Eau,2016-10-05,1907,AMPA,0.1,µg/L,Résultat < au seuil de quantification,0.1,Correcte
03013155,Eau,2017-03-01,1506,Glyphosate,0.1,µg/L,Résultat < au seuil de quantification,0.1,Correcte
03013155,Eau,2017-03-01,1907,AMPA,0.1,µg/L,Résultat < au seuil de quantification,0.1,Correcte
03013155,Eau,2017-04-03,1907,AMPA,0.1,µg/L,Résultat < au seuil de quantification,0.1,Correcte
03013155,Eau,2017-04-03,1506,Glyphosate,0.1,µg/L,Résultat < au seuil de quantification,0.1,Correcte
03013155,Eau,2017-05-02,1506,Glyphosate,0.1,µg/L,Résultat < au seuil de quantification,0.1,Correcte
03013155,Eau,2017-05-02,1907,AMPA,0.1,µg/L,Résultat < au seuil de quantification,0.1,Correcte
03013155,Eau,2017-07-03,1907,AMPA,0.1,µg/L,Résultat < au seuil de quantification,0.1,Correcte
03013155,Eau,2017-07-03,1506,Glyphosate,0.1,µg/L,Résultat < au seuil de quantification,0.1,Correcte
03013155,Eau,2017-09-04,1907,AMPA,0.1,µg/L,Résultat < au seuil de quantification,0.1,Correcte
03013155,Eau,2017-09-04,1506,Glyphosate,0.1,µg/L,Résultat < au seuil de quantification,0.1,Correcte
03013155,Eau,2017-10-02,1907,AMPA,0.1,µg/L,Résultat < au seuil de quantification,0.1,Correcte
03013155,Eau,2017-10-02,1506,Glyphosate,0.1,µg/L,Résultat < au seuil de quantification,0.1,Correcte
03013155,Eau,2018-03-01,1506,Glyphosate,0.1,µg/L,Résultat < au seuil de quantification,0.1,Correcte
03013155,Eau,2018-03-01,1907,AMPA,0.1,µg/L,Résultat < au seuil de quantification,0.1,Correcte
03013155,Eau,2018-04-04,1907,AMPA,0.1,µg/L,Résultat < au seuil de quantification,0.1,Correcte
03013155,Eau,2018-04-04,1506,Glyphosate,0.1,µg/L,Résultat < au seuil de quantification,0.1,Correcte
03013155,Eau,2018-05-02,1506,Glyphosate,0.1,µg/L,Résultat < au seuil de quantification,0.1,Correcte
03013155,Eau,2018-05-02,1907,AMPA,0.1,µg/L,Résultat < au seuil de quantification,0.1,Correcte
03013155,Eau,2018-07-02,1907,AMPA,0.1,µg/L,Résultat < au seuil de quantification,0.1,Correcte
03013155,Eau,2018-07-02,1506,Glyphosate,0.1,µg/L,Résultat < au seuil de quantification,0.1,Correcte
03013155,Eau,2018-09-03,1907,AMPA,0.31,µg/L,Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0,0.1,Correcte
03013155,Eau,2018-09-03,1506,Glyphosate,0.1,µg/L,Résultat < au seuil de quantification,0.1,Correcte
03013155,Eau,2018-10-02,1907,AMPA,0.1,µg/L,Résultat < au seuil de quantification,0.1,Correcte
03013155,Eau,2018-10-02,1506,Glyphosate,0.1,µg/L,Résultat < au seuil de quantification,0.1,Correcte
03013163,Eau,2011-03-08,1907,AMPA,0.28,µg/L,Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0,0.1,Correcte
03013163,Eau,2011-03-08,1506,Glyphosate,0.13,µg/L,Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0,0.1,Correcte
03013163,Eau,2011-05-09,1907,AMPA,0.12,µg/L,Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0,0.1,Correcte
03013163,Eau,2011-05-09,1506,Glyphosate,0.26,µg/L,Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0,0.1,Correcte
03013163,Eau,2011-07-05,1907,AMPA,0.19,µg/L,Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0,0.1,Correcte
03013163,Eau,2011-07-05,1506,Glyphosate,0.1,µg/L,Résultat < au seuil de quantification,0.1,Correcte
03013163,Eau,2011-11-08,1907,AMPA,0.1,µg/L,Résultat < au seuil de quantification,0.1,Correcte
03013163,Eau,2011-11-08,1506,Glyphosate,0.1,µg/L,Résultat < au seuil de quantification,0.1,Correcte
03013163,Eau,2012-03-29,1506,Glyphosate,0.1,µg/L,Résultat < au seuil de quantification,0.1,Correcte
03013163,Eau,2012-03-29,1907,AMPA,0.1,µg/L,Résultat < au seuil de quantification,0.1,Correcte
03013163,Eau,2012-05-09,1907,AMPA,0.1,µg/L,Résultat < au seuil de quantification,0.1,Correcte
